,lon,lat,year,geoUncertaintyInM,areaInM2,region,country,speciesId,surveyId,geometry,in_polygon
3651,2.930362,43.466767,2021,6.0,250.0,MEDITERRANEAN,France,3935.0,195742,POINT (2.930362 43.466767),True
3663,3.348627,43.272369,2017,0.0,16.0,MEDITERRANEAN,France,1176.0,197574,POINT (3.348627 43.272369),True
3680,5.3517,43.9967,2020,10.0,20.0,MEDITERRANEAN,France,544.0,198419,POINT (5.3517 43.9967),True
3705,3.038264,42.769881,2020,10.0,40.0,MEDITERRANEAN,France,5876.0,198580,POINT (3.038264 42.769881),True
3710,7.006793,43.869172,2021,0.0,50.0,MEDITERRANEAN,France,8542.0,199939,POINT (7.006793 43.869172),True
3739,3.349625,43.272509,2017,10.0,16.0,MEDITERRANEAN,France,6410.0,200232,POINT (3.349625 43.272509),True
3756,7.07009,43.7589,2019,10.0,-inf,MEDITERRANEAN,France,7848.0,201007,POINT (7.07009 43.7589),True
3791,2.970333,43.478855,2021,6.0,100.0,MEDITERRANEAN,France,2756.0,201492,POINT (2.970333 43.478855),True
3804,3.8727,43.525571,2020,5.0,25.0,MEDITERRANEAN,France,857.0,202925,POINT (3.8727 43.525571),True
3811,3.15949,43.246358,2019,10.0,-inf,MEDITERRANEAN,France,6491.0,204819,POINT (3.15949 43.246358),True
3816,7.36141,43.85571,2018,1.0,,MEDITERRANEAN,France,10909.0,205501,POINT (7.36141 43.85571),True
3843,5.10014,43.39715,2018,1.0,,MEDITERRANEAN,France,476.0,205557,POINT (5.10014 43.39715),True
3860,6.027474,43.115478,2018,0.0,30.0,MEDITERRANEAN,France,4748.0,206390,POINT (6.027474 43.115478),True
3872,4.051606,43.91051,2021,5.0,250.0,MEDITERRANEAN,France,5474.0,206532,POINT (4.051606 43.91051),True
3891,5.82572,43.16023,2017,1.0,,MEDITERRANEAN,France,7322.0,208023,POINT (5.82572 43.16023),True
3904,4.853425,43.666228,2018,0.0,-inf,MEDITERRANEAN,France,1069.0,209881,POINT (4.853425 43.666228),True
3917,2.800612,42.993388,2021,4.0,4.0,MEDITERRANEAN,France,5528.0,210853,POINT (2.800612 42.993388),True
3934,3.34575,44.57869,2018,1.0,,CONTINENTAL,France,6788.0,211601,POINT (3.34575 44.57869),True
3964,3.230413,43.20849,2019,10.0,-inf,MEDITERRANEAN,France,1300.0,211654,POINT (3.230413 43.20849),True
3968,6.96904,44.1814,2019,10.0,100.0,ALPINE,France,3256.0,212056,POINT (6.96904 44.1814),True
3978,7.04047,43.88811,2017,1.0,,MEDITERRANEAN,France,1276.0,212288,POINT (7.04047 43.88811),True
4001,5.762274,43.709061,2017,0.0,100.0,MEDITERRANEAN,France,10746.0,212977,POINT (5.762274 43.709061),True
4041,4.842152,43.49335,2017,0.0,100.0,MEDITERRANEAN,France,11157.0,213196,POINT (4.842152 43.49335),True
4061,2.75924,43.55754,2018,1.0,,CONTINENTAL,France,1539.0,213436,POINT (2.75924 43.55754),True
4066,2.146881,42.445405,2021,8.0,3.0,ALPINE,Spain,1678.0,214551,POINT (2.146881 42.445405),True
4084,5.08882,44.18896,2018,1.0,,MEDITERRANEAN,France,2634.0,215741,POINT (5.08882 44.18896),True
4112,2.09425,43.00099,2019,1.0,,MEDITERRANEAN,France,1539.0,218783,POINT (2.09425 43.00099),True
4143,3.663083,43.681985,2021,5.0,250.0,MEDITERRANEAN,France,2474.0,219486,POINT (3.663083 43.681985),True
4158,2.53358,42.62386,2019,1.0,,MEDITERRANEAN,France,5829.0,221121,POINT (2.53358 42.62386),True
4179,5.14838,44.1709,2020,10.0,10.0,MEDITERRANEAN,France,1712.0,221878,POINT (5.14838 44.1709),True
4200,2.961756,43.467035,2021,5.0,144.0,MEDITERRANEAN,France,6235.0,223232,POINT (2.961756 43.467035),True
4211,4.842069,43.493846,2017,0.0,16.0,MEDITERRANEAN,France,7863.0,224032,POINT (4.842069 43.493846),True
4224,3.782698,44.239891,2017,0.0,-inf,MEDITERRANEAN,France,10711.0,225470,POINT (3.782698 44.239891),True
4236,4.042073,43.55718,2021,5.0,16.0,MEDITERRANEAN,France,1300.0,228731,POINT (4.042073 43.55718),True
4241,6.96456,43.87336,2017,1.0,,MEDITERRANEAN,France,2783.0,230245,POINT (6.96456 43.87336),True
4258,3.780539,43.462245,2020,3.0,25.0,MEDITERRANEAN,France,8027.0,231249,POINT (3.780539 43.462245),True
4260,6.77801,43.4578,2020,10.0,200.0,MEDITERRANEAN,France,5737.0,231692,POINT (6.77801 43.4578),True
4301,4.843038,43.493605,2017,0.0,4.0,MEDITERRANEAN,France,167.0,232104,POINT (4.843038 43.493605),True
4312,6.137423,43.031628,2018,10.0,-inf,MEDITERRANEAN,France,1458.0,232396,POINT (6.137423 43.031628),True
4319,3.522697,43.319264,2017,10.0,-inf,MEDITERRANEAN,France,6279.0,234118,POINT (3.522697 43.319264),True
4320,1.729624,42.521767,2021,4.0,25.0,ALPINE,Andorra,6805.0,235270,POINT (1.729624 42.521767),True
4334,7.073484,43.840935,2021,5.0,-inf,MEDITERRANEAN,France,6067.0,235852,POINT (7.073484 43.840935),True
4352,6.125554,43.128133,2018,10.0,50.0,MEDITERRANEAN,France,2634.0,238053,POINT (6.125554 43.128133),True
4371,4.801216,43.591324,2017,0.0,50.0,MEDITERRANEAN,France,5557.0,238514,POINT (4.801216 43.591324),True
4380,5.12637,43.93611,2018,1.0,,MEDITERRANEAN,France,4530.0,239176,POINT (5.12637 43.93611),True
4398,6.09618,43.134751,2018,0.0,40.0,MEDITERRANEAN,France,2421.0,239512,POINT (6.09618 43.134751),True
4414,5.8587,43.69889,2017,1.0,,MEDITERRANEAN,France,3089.0,242168,POINT (5.8587 43.69889),True
4431,5.08184,44.04519,2019,1.0,,MEDITERRANEAN,France,4003.0,242898,POINT (5.08184 44.04519),True
4451,6.41913,43.21127,2018,1.0,,MEDITERRANEAN,France,5474.0,243614,POINT (6.41913 43.21127),True
4454,2.24178,42.60604,2019,1.0,,ALPINE,France,1850.0,249956,POINT (2.24178 42.60604),True
4510,6.15516,43.31094,2017,1.0,,MEDITERRANEAN,France,9572.0,250842,POINT (6.15516 43.31094),True
4529,3.3507,43.273217,2017,10.0,16.0,MEDITERRANEAN,France,5203.0,251023,POINT (3.3507 43.273217),True
4536,4.032492,43.556308,2020,10.0,40.0,MEDITERRANEAN,France,2243.0,254091,POINT (4.032492 43.556308),True
4540,5.459304,43.377751,2018,0.0,50.0,MEDITERRANEAN,France,8542.0,254171,POINT (5.459304 43.377751),True
4567,3.07457,43.481175,2021,4.0,25.0,MEDITERRANEAN,France,2634.0,254274,POINT (3.07457 43.481175),True
4589,5.09456,44.1867,2021,10.0,-inf,MEDITERRANEAN,France,838.0,254597,POINT (5.09456 44.1867),True
4592,2.80896,43.59329,2017,1.0,,CONTINENTAL,France,10247.0,255328,POINT (2.80896 43.59329),True
4603,5.987313,43.254999,2020,4.0,200.0,MEDITERRANEAN,France,8424.0,257231,POINT (5.987313 43.254999),True
4639,5.7038,43.59586,2018,1.0,,MEDITERRANEAN,France,2120.0,259931,POINT (5.7038 43.59586),True
4659,2.715159,43.443754,2021,5.0,250.0,CONTINENTAL,France,3177.0,260104,POINT (2.715159 43.443754),True
4674,6.01434,43.09983,2019,10.0,-inf,MEDITERRANEAN,France,3166.0,260148,POINT (6.01434 43.09983),True
4677,5.645144,43.541169,2017,0.0,100.0,MEDITERRANEAN,France,11013.0,261126,POINT (5.645144 43.541169),True
4682,4.62027,43.73208,2017,1.0,,MEDITERRANEAN,France,5335.0,261258,POINT (4.62027 43.73208),True
4694,2.38809,43.10906,2019,1.0,,MEDITERRANEAN,France,11157.0,261722,POINT (2.38809 43.10906),True
4708,2.7388,43.537406,2021,5.0,250.0,CONTINENTAL,France,5071.0,261986,POINT (2.7388 43.537406),True
4721,4.74284,43.6353,2021,10.0,200.0,MEDITERRANEAN,France,8926.0,262374,POINT (4.74284 43.6353),True
4732,4.548495,43.455269,2017,0.0,16.0,MEDITERRANEAN,France,7863.0,262403,POINT (4.548495 43.455269),True
4752,6.696984,43.660528,2021,6.0,-inf,MEDITERRANEAN,France,5969.0,265114,POINT (6.696984 43.660528),True
4768,5.73352,43.71038,2021,10.0,300.0,MEDITERRANEAN,France,4814.0,265729,POINT (5.73352 43.71038),True
4788,4.42398,43.78999,2018,1.0,,MEDITERRANEAN,France,1208.0,266915,POINT (4.42398 43.78999),True
4799,2.58154,42.46214,2019,1.0,,MEDITERRANEAN,Spain,3581.0,267825,POINT (2.58154 42.46214),True
4830,6.4539,43.1705,2020,10.0,300.0,MEDITERRANEAN,France,8328.0,267859,POINT (6.4539 43.1705),True
4845,3.511261,43.323196,2017,10.0,-inf,MEDITERRANEAN,France,7955.0,272074,POINT (3.511261 43.323196),True
4847,2.971003,43.043138,2020,4.0,16.0,MEDITERRANEAN,France,2101.0,272887,POINT (2.971003 43.043138),True
4860,3.414807,43.950937,2021,5.0,250.0,MEDITERRANEAN,France,5335.0,276071,POINT (3.414807 43.950937),True
4877,5.118346,44.137707,2021,5.0,30.0,MEDITERRANEAN,France,3723.0,276582,POINT (5.118346 44.137707),True
4887,6.18336,43.36392,2017,1.0,,MEDITERRANEAN,France,1736.0,277149,POINT (6.18336 43.36392),True
4908,2.731324,42.982716,2020,4.0,16.0,MEDITERRANEAN,France,3893.0,277636,POINT (2.731324 42.982716),True
4931,6.448219,43.270829,2021,4.0,4.0,MEDITERRANEAN,France,154.0,279888,POINT (6.448219 43.270829),True
4953,3.635308,43.929247,2021,4.0,250.0,MEDITERRANEAN,France,6235.0,280384,POINT (3.635308 43.929247),True
4972,6.92913,43.47499,2021,10.0,50.0,MEDITERRANEAN,France,51.0,280731,POINT (6.92913 43.47499),True
4986,5.4204,43.68857,2020,10.0,80.0,MEDITERRANEAN,France,8328.0,281649,POINT (5.4204 43.68857),True
5003,6.48382,43.76676,2017,1.0,,MEDITERRANEAN,France,4238.0,282913,POINT (6.48382 43.76676),True
5019,3.512453,43.318692,2017,10.0,-inf,MEDITERRANEAN,France,6279.0,284269,POINT (3.512453 43.318692),True
5021,5.029832,43.337018,2017,0.0,4.0,MEDITERRANEAN,France,701.0,284436,POINT (5.029832 43.337018),True
5056,6.404176,43.265097,2020,13.0,200.0,MEDITERRANEAN,France,6909.0,287494,POINT (6.404176 43.265097),True
5071,2.974478,42.804148,2018,10.0,-inf,MEDITERRANEAN,France,7955.0,288149,POINT (2.974478 42.804148),True
5072,6.90916,43.80367,2018,1.0,,MEDITERRANEAN,France,10946.0,288161,POINT (6.90916 43.80367),True
5079,5.578698,43.242961,2017,0.0,3.0,MEDITERRANEAN,France,6141.0,288315,POINT (5.578698 43.242961),True
5090,3.89073,43.977619,2021,4.0,250.0,MEDITERRANEAN,France,9458.0,288996,POINT (3.89073 43.977619),True
5105,6.137245,43.032192,2018,0.0,3.0,MEDITERRANEAN,France,9194.0,289201,POINT (6.137245 43.032192),True
5108,7.38088,43.7438,2019,10.0,50.0,MEDITERRANEAN,France,265.0,291674,POINT (7.38088 43.7438),True
5136,6.120489,43.033183,2017,0.0,100.0,MEDITERRANEAN,France,4194.0,293166,POINT (6.120489 43.033183),True
5145,6.556187,43.254866,2021,4.0,16.0,MEDITERRANEAN,France,1842.0,293463,POINT (6.556187 43.254866),True
5176,6.48523,43.1667,2020,10.0,-inf,MEDITERRANEAN,France,11159.0,294514,POINT (6.48523 43.1667),True
5186,5.644932,43.54113,2017,0.0,30.0,MEDITERRANEAN,France,8549.0,295222,POINT (5.644932 43.54113),True
5198,5.89252,43.44588,2017,1.0,,MEDITERRANEAN,France,11157.0,296963,POINT (5.89252 43.44588),True
5221,2.124917,42.61675,2021,10.0,10.0,ALPINE,France,2621.0,298081,POINT (2.124917 42.61675),True
5224,5.35491,44.01998,2017,1.0,,MEDITERRANEAN,France,5412.0,298821,POINT (5.35491 44.01998),True
5236,5.25882,44.1777,2020,10.0,50.0,MEDITERRANEAN,France,6108.0,299805,POINT (5.25882 44.1777),True
5252,7.138359,43.723787,2018,10.0,200.0,MEDITERRANEAN,France,9766.0,300306,POINT (7.138359 43.723787),True
5302,2.458474,42.505313,2017,0.0,-inf,ALPINE,France,4842.0,302950,POINT (2.458474 42.505313),True
5303,3.639159,43.708525,2021,5.0,250.0,MEDITERRANEAN,France,11157.0,303035,POINT (3.639159 43.708525),True
5318,4.55204,43.453896,2017,0.0,4.0,MEDITERRANEAN,France,9696.0,303251,POINT (4.55204 43.453896),True
5324,5.89861,43.28178,2020,16.0,50.0,MEDITERRANEAN,France,1208.0,304348,POINT (5.89861 43.28178),True
5339,6.77923,43.4582,2020,10.0,40.0,MEDITERRANEAN,France,2485.0,304350,POINT (6.77923 43.4582),True
5364,7.36256,43.74,2019,10.0,-inf,MEDITERRANEAN,France,1497.0,305031,POINT (7.36256 43.74),True
5394,7.118056,43.657675,2021,4.0,9.0,MEDITERRANEAN,France,9555.0,307760,POINT (7.118056 43.657675),True
5411,3.511277,43.324995,2017,10.0,-inf,MEDITERRANEAN,France,7955.0,308595,POINT (3.511277 43.324995),True
5413,3.800781,44.120233,2017,0.0,-inf,MEDITERRANEAN,France,7817.0,308806,POINT (3.800781 44.120233),True
5429,3.37809,43.60729,2018,1.0,,MEDITERRANEAN,France,6039.0,309203,POINT (3.37809 43.60729),True
5435,3.873274,43.523337,2020,3.0,25.0,MEDITERRANEAN,France,8027.0,309779,POINT (3.873274 43.523337),True
5438,3.714254,44.109283,2017,0.0,-inf,MEDITERRANEAN,France,981.0,309814,POINT (3.714254 44.109283),True
5447,6.9242,43.46358,2021,10.0,15.0,MEDITERRANEAN,France,3464.0,312428,POINT (6.9242 43.46358),True
5459,5.24522,44.17282,2020,10.0,-inf,MEDITERRANEAN,France,4725.0,312762,POINT (5.24522 44.17282),True
5465,7.341512,44.114921,2018,0.0,16.0,ALPINE,France,7817.0,313100,POINT (7.341512 44.114921),True
5476,7.08654,44.0081,2019,10.0,-inf,MEDITERRANEAN,France,11176.0,313823,POINT (7.08654 44.0081),True
5507,6.36502,43.14134,2019,1.0,,MEDITERRANEAN,France,9415.0,314652,POINT (6.36502 43.14134),True
5528,4.407774,43.533216,2018,0.0,-inf,MEDITERRANEAN,France,6703.0,314709,POINT (4.407774 43.533216),True
5531,3.829365,44.150777,2017,0.0,-inf,MEDITERRANEAN,France,6788.0,314837,POINT (3.829365 44.150777),True
5546,6.50416,43.1578,2020,10.0,40.0,MEDITERRANEAN,France,4477.0,315101,POINT (6.50416 43.1578),True
5569,4.837204,43.480366,2021,5.0,10.0,MEDITERRANEAN,France,7955.0,316708,POINT (4.837204 43.480366),True
5572,5.653972,43.248112,2018,10.0,25.0,MEDITERRANEAN,France,5483.0,318599,POINT (5.653972 43.248112),True
5603,3.24684,44.68748,2017,1.0,,CONTINENTAL,France,4499.0,319091,POINT (3.24684 44.68748),True
5616,6.025211,43.079044,2019,0.0,-inf,MEDITERRANEAN,France,1458.0,319822,POINT (6.025211 43.079044),True
5621,7.40001,43.7499,2019,10.0,20.0,MEDITERRANEAN,Monaco,5721.0,320284,POINT (7.40001 43.7499),True
5647,6.097477,43.02915,2017,0.0,200.0,MEDITERRANEAN,France,5907.0,321123,POINT (6.097477 43.02915),True
5662,4.322339,43.458778,2017,0.0,100.0,MEDITERRANEAN,France,10520.0,321406,POINT (4.322339 43.458778),True
5670,5.601029,43.237466,2017,0.0,5.0,MEDITERRANEAN,France,4184.0,321454,POINT (5.601029 43.237466),True
5683,3.648687,44.1678,2017,0.0,-inf,MEDITERRANEAN,France,9669.0,322529,POINT (3.648687 44.1678),True
5699,5.46568,43.9118,2020,10.0,10.0,MEDITERRANEAN,France,5018.0,322775,POINT (5.46568 43.9118),True
5731,3.023063,42.853839,2018,10.0,16.0,MEDITERRANEAN,France,1912.0,323916,POINT (3.023063 42.853839),True
5736,4.03718,44.13844,2019,1.0,,MEDITERRANEAN,France,5474.0,325562,POINT (4.03718 44.13844),True
5753,6.581187,43.187097,2019,0.0,30.0,MEDITERRANEAN,France,10695.0,326700,POINT (6.581187 43.187097),True
5761,5.668211,43.318272,2017,0.0,25.0,MEDITERRANEAN,France,10346.0,327518,POINT (5.668211 43.318272),True
5780,5.434171,43.210561,2018,0.0,100.0,MEDITERRANEAN,France,9458.0,328079,POINT (5.434171 43.210561),True
5799,6.48975,43.1678,2020,10.0,-inf,MEDITERRANEAN,France,10909.0,328265,POINT (6.48975 43.1678),True
5803,6.59585,43.2161,2019,10.0,150.0,MEDITERRANEAN,France,9862.0,329048,POINT (6.59585 43.2161),True
5833,5.04475,43.459,2021,10.0,200.0,MEDITERRANEAN,France,10520.0,329514,POINT (5.04475 43.459),True
5848,6.871354,43.454166,2017,10.0,100.0,MEDITERRANEAN,France,4481.0,330178,POINT (6.871354 43.454166),True
5853,6.50465,43.71195,2019,1.0,,MEDITERRANEAN,France,2756.0,330302,POINT (6.50465 43.71195),True
5871,7.12521,43.82172,2021,4.0,400.0,MEDITERRANEAN,France,8860.0,330396,POINT (7.12521 43.82172),True
5910,5.120211,43.507503,2017,10.0,4.0,MEDITERRANEAN,France,1069.0,331022,POINT (5.120211 43.507503),True
5915,5.68054,43.301334,2018,10.0,-inf,MEDITERRANEAN,France,1303.0,331054,POINT (5.68054 43.301334),True
5925,3.522358,43.324042,2017,10.0,-inf,MEDITERRANEAN,France,7955.0,331861,POINT (3.522358 43.324042),True
5926,4.677046,43.495084,2017,0.0,100.0,MEDITERRANEAN,France,5466.0,333050,POINT (4.677046 43.495084),True
5935,4.96777,44.2596,2020,10.0,5.0,MEDITERRANEAN,France,6141.0,333305,POINT (4.96777 44.2596),True
5947,7.036036,43.791257,2020,10.0,4.0,MEDITERRANEAN,France,9816.0,334567,POINT (7.036036 43.791257),True
5950,3.05237,42.892775,2018,10.0,16.0,MEDITERRANEAN,France,1531.0,334691,POINT (3.05237 42.892775),True
5960,4.597579,43.406756,2021,5.0,10.0,MEDITERRANEAN,France,9341.0,334845,POINT (4.597579 43.406756),True
5968,4.042026,43.560467,2020,9.0,50.0,MEDITERRANEAN,France,9572.0,334994,POINT (4.042026 43.560467),True
5986,2.41224,42.82159,2017,1.0,,MEDITERRANEAN,France,1092.0,336097,POINT (2.41224 42.82159),True
6004,6.693366,43.66256,2021,4.0,-inf,MEDITERRANEAN,France,10522.0,340471,POINT (6.693366 43.66256),True
6037,2.322528,43.333722,2020,10.0,60.0,MEDITERRANEAN,France,6235.0,342998,POINT (2.322528 43.333722),True
6047,5.389725,43.274586,2017,0.0,6.0,MEDITERRANEAN,France,10514.0,343369,POINT (5.389725 43.274586),True
6058,5.601442,43.240084,2017,0.0,50.0,MEDITERRANEAN,France,8583.0,343687,POINT (5.601442 43.240084),True
6085,6.125835,43.120383,2019,10.0,30.0,MEDITERRANEAN,France,4349.0,343882,POINT (6.125835 43.120383),True
6107,3.689522,43.791013,2018,0.0,25.0,MEDITERRANEAN,France,8908.0,345281,POINT (3.689522 43.791013),True
6112,4.335257,43.47038,2017,0.0,100.0,MEDITERRANEAN,France,9513.0,345597,POINT (4.335257 43.47038),True
6120,5.585725,43.169552,2017,10.0,16.0,MEDITERRANEAN,France,1625.0,345757,POINT (5.585725 43.169552),True
6142,4.86,44.10453,2019,1.0,,MEDITERRANEAN,France,4169.0,345900,POINT (4.86 44.10453),True
6155,3.349752,43.27313,2017,0.0,16.0,MEDITERRANEAN,France,8482.0,347534,POINT (3.349752 43.27313),True
6171,5.123612,43.508868,2017,0.0,300.0,MEDITERRANEAN,France,5704.0,347582,POINT (5.123612 43.508868),True
6191,6.919534,43.449019,2018,0.0,70.0,MEDITERRANEAN,France,1318.0,348927,POINT (6.919534 43.449019),True
6205,2.837286,43.528236,2021,5.0,250.0,MEDITERRANEAN,France,6226.0,350783,POINT (2.837286 43.528236),True
6226,4.778805,43.350112,2017,0.0,30.0,MEDITERRANEAN,France,11240.0,352047,POINT (4.778805 43.350112),True
6234,3.778916,44.158672,2017,0.0,-inf,MEDITERRANEAN,France,10255.0,353186,POINT (3.778916 44.158672),True
6247,2.731548,43.557217,2021,5.0,250.0,CONTINENTAL,France,1888.0,354918,POINT (2.731548 43.557217),True
6260,2.089639,42.608194,2021,10.0,5.0,ALPINE,France,8818.0,358595,POINT (2.089639 42.608194),True
6270,3.833137,43.79374,2021,10.0,4.0,MEDITERRANEAN,France,3222.0,359264,POINT (3.833137 43.79374),True
6283,7.15598,44.0274,2019,10.0,-inf,MEDITERRANEAN,France,7322.0,360573,POINT (7.15598 44.0274),True
6317,4.016048,43.555686,2020,3.0,100.0,MEDITERRANEAN,France,2683.0,361442,POINT (4.016048 43.555686),True
6324,2.824809,43.006533,2020,4.0,16.0,MEDITERRANEAN,France,10281.0,362582,POINT (2.824809 43.006533),True
6364,3.751313,44.100322,2017,10.0,-inf,MEDITERRANEAN,France,3581.0,363756,POINT (3.751313 44.100322),True
6374,7.014472,43.631637,2018,10.0,-inf,MEDITERRANEAN,France,5219.0,365252,POINT (7.014472 43.631637),True
6414,6.4982,43.16278,2020,10.0,20.0,MEDITERRANEAN,France,6235.0,365655,POINT (6.4982 43.16278),True
6424,3.501244,44.034842,2019,10.0,8.0,MEDITERRANEAN,France,9024.0,367099,POINT (3.501244 44.034842),True
6434,5.685169,43.695532,2018,10.0,16.0,MEDITERRANEAN,France,1312.0,367361,POINT (5.685169 43.695532),True
6439,5.030167,43.337777,2017,0.0,10.0,MEDITERRANEAN,France,6560.0,368159,POINT (5.030167 43.337777),True
6455,3.674458,43.798774,2018,10.0,18.0,MEDITERRANEAN,France,8904.0,376334,POINT (3.674458 43.798774),True
6468,3.051399,42.887551,2018,10.0,16.0,MEDITERRANEAN,France,5876.0,376445,POINT (3.051399 42.887551),True
6473,2.73044,42.96461,2019,1.0,,MEDITERRANEAN,France,10909.0,377144,POINT (2.73044 42.96461),True
6482,4.333947,43.458131,2017,0.0,-inf,MEDITERRANEAN,France,1062.0,378779,POINT (4.333947 43.458131),True
6496,3.923665,43.972812,2021,5.0,250.0,MEDITERRANEAN,France,5412.0,379232,POINT (3.923665 43.972812),True
6515,3.512469,43.320491,2017,10.0,-inf,MEDITERRANEAN,France,7955.0,379819,POINT (3.512469 43.320491),True
6517,5.09462,44.1868,2021,10.0,3.0,MEDITERRANEAN,France,5901.0,381873,POINT (5.09462 44.1868),True
6531,3.346852,43.271979,2017,0.0,25.0,MEDITERRANEAN,France,1176.0,382660,POINT (3.346852 43.271979),True
6539,3.103298,44.599797,2018,0.0,25.0,CONTINENTAL,France,8224.0,383504,POINT (3.103298 44.599797),True
6572,7.118866,43.822553,2020,5.0,-inf,MEDITERRANEAN,France,10822.0,384121,POINT (7.118866 43.822553),True
6596,3.70415,44.82669,2019,1.0,,CONTINENTAL,France,7817.0,384564,POINT (3.70415 44.82669),True
6609,7.218271,43.818254,2021,5.0,-inf,MEDITERRANEAN,France,2474.0,384628,POINT (7.218271 43.818254),True
6626,6.107004,43.030405,2017,0.0,40.0,MEDITERRANEAN,France,6874.0,385908,POINT (6.107004 43.030405),True
6636,2.219,43.18825,2020,10.0,30.0,MEDITERRANEAN,France,7576.0,387960,POINT (2.219 43.18825),True
6643,3.023322,42.858937,2018,10.0,16.0,MEDITERRANEAN,France,10537.0,391357,POINT (3.023322 42.858937),True
6654,2.147556,42.478861,2021,10.0,6.0,ALPINE,Spain,2078.0,391805,POINT (2.147556 42.478861),True
6666,3.707985,43.745107,2018,10.0,100.0,MEDITERRANEAN,France,3327.0,393036,POINT (3.707985 43.745107),True
6670,6.49988,43.1736,2020,10.0,1.0,MEDITERRANEAN,France,11132.0,393466,POINT (6.49988 43.1736),True
6672,4.7046,43.773,2021,10.0,200.0,MEDITERRANEAN,France,9030.0,393538,POINT (4.7046 43.773),True
6701,4.39119,43.464,2021,10.0,30.0,MEDITERRANEAN,France,6355.0,394209,POINT (4.39119 43.464),True
6707,3.232724,43.209527,2020,10.0,50.0,MEDITERRANEAN,France,4349.0,395659,POINT (3.232724 43.209527),True
6720,6.564752,43.194557,2019,10.0,-inf,MEDITERRANEAN,France,2643.0,398261,POINT (6.564752 43.194557),True
6743,7.118154,43.657826,2021,5.0,5.0,MEDITERRANEAN,France,10947.0,398789,POINT (7.118154 43.657826),True
6777,6.50298,43.1865,2020,10.0,25.0,MEDITERRANEAN,France,1698.0,399010,POINT (6.50298 43.1865),True
6799,7.11225,43.7355,2019,10.0,4.0,MEDITERRANEAN,France,3707.0,400451,POINT (7.11225 43.7355),True
6823,3.696621,44.138316,2017,0.0,-inf,MEDITERRANEAN,France,10600.0,400658,POINT (3.696621 44.138316),True
6832,1.983806,42.861667,2018,10.0,200.0,ALPINE,France,7739.0,400877,POINT (1.983806 42.861667),True
6861,3.033614,42.753738,2018,10.0,16.0,MEDITERRANEAN,France,10073.0,401823,POINT (3.033614 42.753738),True
6877,5.34728,43.87624,2018,1.0,,MEDITERRANEAN,France,8208.0,401832,POINT (5.34728 43.87624),True
6891,5.63822,43.6696,2019,10.0,20.0,MEDITERRANEAN,France,5868.0,402109,POINT (5.63822 43.6696),True
